method,req,n,n_apps,calls_app1,max_app1,min_app1,mean_app1,std_app1,ovh_per_req,ct_per_req,calls_app2,calls_app3,max_app2,max_app3,min_app2,min_app3,mean_app2,mean_app3,std_app2,std_app3,calls_app4,calls_app5,max_app4,max_app5,min_app4,min_app5,mean_app4,mean_app5,std_app4,std_app5,calls_app6,calls_app7,max_app6,max_app7,min_app6,min_app7,mean_app6,mean_app7,std_app6,std_app7
rn,s,1000,5,201,0.096083,0.054291,0.0567211144278606,0.0040411099531654,0.000119148,0.016704072,189.0,205.0,0.016909,0.030762,0.003783,0.003837,0.0060859841269841,0.0062929365853658,0.0020761552772366,0.0032417787966963,195.0,210.0,0.024574,0.019857,0.003689,0.003746,0.0059257743589743,0.0064759857142857,0.0024602961215057,0.0028828317699931,,,,,,,,,,
rn,f,1000,7,133,0.176948,0.062199,0.0883772556390977,0.0232895259744611,0.0001931749999999,0.005365325,149.0,139.0,0.113637,0.148231,0.008158,0.009253,0.0320084429530201,0.0378097482014388,0.0182250755767142,0.0210465079477026,140.0,151.0,0.160506,0.110947,0.006673,0.007938,0.0366637785714285,0.0335614569536423,0.0257102554979992,0.0199686731673067,134.0,154.0,0.144116,0.158072,0.008709,0.007472,0.0337287462686567,0.0375581103896103,0.0222015415784131,0.0255040545397851
rn,r,1000,7,144,0.070806,0.054559,0.05649475,0.0021895515411583,0.0001982779999999,0.065460131,167.0,144.0,0.049522,0.101417,0.004026,0.004003,0.006860994011976,0.0073952361111111,0.0050852999988012,0.0086663808726805,138.0,140.0,0.032899,0.037318,0.004267,0.00415,0.0066022246376811,0.0063988071428571,0.0037362124276612,0.0032872121685978,133.0,134.0,0.015725,0.028153,0.004315,0.004131,0.0063328721804511,0.0064622537313432,0.0018056959602755,0.0030567374390747
rn,s,1000,7,146,0.069909,0.054337,0.0571343767123287,0.0029363884026535,0.00013156,0.014976128,161.0,107.0,0.022964,0.022127,0.003875,0.003914,0.0067576956521739,0.0067143644859813,0.0025304123250374,0.0029779749168634,136.0,162.0,0.02752,0.070709,0.00396,0.003794,0.0073221029411764,0.0077167592592592,0.0036777523972238,0.0062402495219634,142.0,146.0,0.069111,0.025667,0.003957,0.003817,0.0079969436619718,0.0070595547945205,0.0065029313301118,0.003304375629645
rr,f,1000,1,1000,0.273489,0.054205,0.076136008,0.0268063007117344,0.000146743,0.009600868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rr,r,1000,1,1000,0.104341,0.054209,0.056232275,0.0027690878565648,0.0001756759999999,0.106574413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rr,s,1000,1,1000,0.0787,0.054174,0.056127003,0.0018366238730319,0.0001170069999999,0.056605091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rr,f,1000,3,333,0.166151,0.055657,0.0730369279279279,0.0178073976506366,0.000126697,0.00461735,334.0,333.0,0.117471,0.124041,0.004103,0.004413,0.018548616766467,0.0172208618618618,0.0161521564127294,0.0144188774285391,,,,,,,,,,,,,,,,,,,,
rr,r,1000,3,333,0.089409,0.05432,0.0561189369369369,0.0029638366771595,0.0001682279999999,0.0737562319999999,334.0,333.0,0.040284,0.046133,0.003998,0.003889,0.0057033802395209,0.0057416066066066,0.0026507346110413,0.0029218917118147,,,,,,,,,,,,,,,,,,,,
rr,s,1000,3,333,0.075873,0.054363,0.0574119909909909,0.0029906122993199,0.000136362,0.024272586,334.0,333.0,0.03269,0.030323,0.003816,0.003781,0.0065079401197604,0.0076322372372372,0.0032061158654237,0.0040886770139617,,,,,,,,,,,,,,,,,,,,
rr,f,1000,5,200,0.231052,0.057142,0.07542544,0.0218279638834317,0.000122528,0.00412388,200.0,200.0,0.157389,0.146436,0.006453,0.005527,0.02153526,0.0213591499999999,0.0159178943969483,0.0151131295064093,200.0,200.0,0.152953,0.133374,0.005117,0.005701,0.021680155,0.0198695549999999,0.0152689770734969,0.0143299303057263,,,,,,,,,,
rr,r,1000,5,200,0.081599,0.05434,0.05563911,0.0023826594506769,0.0001632189999999,0.066316301,200.0,200.0,0.021365,0.016496,0.003975,0.003951,0.005117895,0.004848415,0.0017121229114683,0.001192684997296,200.0,200.0,0.026095,0.0381,0.004016,0.003942,0.004935545,0.005197965,0.0016835177302229,0.0029068828276652,,,,,,,,,,
rr,s,1000,5,200,0.097867,0.054229,0.056169105,0.0034710236694633,0.0001330529999999,0.016244515,200.0,200.0,0.030399,0.022703,0.003883,0.003935,0.00535156,0.00583999,0.002607937320259,0.0025342625534659,200.0,200.0,0.02548,0.039289,0.003867,0.003841,0.006107065,0.0058718,0.0027172073385693,0.0030544858421672,,,,,,,,,,
rr,f,1000,7,142,0.215007,0.058829,0.0832852746478873,0.0234505252132373,0.0001867259999999,0.0047473,143.0,143.0,0.142028,0.139688,0.007803,0.007877,0.0302542867132867,0.0289526643356643,0.0233494053621061,0.0206502760105985,143.0,143.0,0.142917,0.137693,0.006926,0.007643,0.0284693776223776,0.0312195524475524,0.0190689185012797,0.0228673606653609,143.0,143.0,0.131985,0.120328,0.006345,0.007639,0.0265453286713286,0.0306368951048951,0.0170764409938912,0.0213892414129105
rr,r,1000,7,142,0.094316,0.054435,0.0559744577464788,0.0042594544493351,0.0001601849999999,0.063457308,143.0,143.0,0.009988,0.018521,0.003977,0.003958,0.0049776433566433,0.0053911888111888,0.0008969212952475,0.0022583137776218,143.0,143.0,0.011041,0.019191,0.004011,0.003915,0.0050252167832167,0.0050221538461538,0.0011137855510394,0.0017158828277097,143.0,143.0,0.048743,0.011965,0.004052,0.003912,0.0051226503496503,0.0050244475524475,0.0037268761272618,0.0011519570679543
rr,s,1000,7,142,0.067248,0.054251,0.0556540774647887,0.001783569004947,0.0001029449999999,0.012741977,143.0,143.0,0.016918,0.018846,0.003898,0.003791,0.0049556503496503,0.0050866713286713,0.0015495789333724,0.0018881292172216,143.0,143.0,0.059027,0.020748,0.003885,0.003883,0.0057016363636363,0.00533793006993,0.0047500314662858,0.0019280313545688,143.0,143.0,0.011999,0.020399,0.003869,0.00374,0.0052286363636363,0.0053647972027972,0.0014859857105989,0.0020883481596219
ls,f,1000,1,1000,0.225265,0.053967,0.065339526,0.0196050065347942,0.000119084,0.008267097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ls,r,1000,1,1000,0.090677,0.054358,0.055626445,0.0019353120055885,0.0001602719999999,0.105900652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ls,s,1000,1,1000,0.09894,0.054259,0.0555021739999999,0.0020634243959311,0.0001048109999999,0.055917217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ls,f,1000,3,8,0.138729,0.068284,0.106172125,0.0251018764061449,0.000117487,0.003953404,237.0,755.0,0.130464,0.110559,0.010261,0.004971,0.0320718860759493,0.0299778609271523,0.0188152786299786,0.0119891394415475,,,,,,,,,,,,,,,,,,,,
ls,r,1000,3,1,0.05794,0.05794,0.05794,0.0,0.0001638209999999,0.054722717,1.0,998.0,0.005823,0.048045,0.005823,0.003856,0.005823,0.0050866763527054,0.0,0.0021581027587899,,,,,,,,,,,,,,,,,,,,
ls,s,1000,3,1,0.056561,0.056561,0.056561,0.0,0.0001001199999999,0.005579547,997.0,2.0,0.020776,0.039619,0.003699,0.005026,0.0052006098294884,0.0223225,0.0020506075321661,0.0172965,,,,,,,,,,,,,,,,,,,,
ls,f,1000,5,8,0.10711,0.068628,0.080554,0.0129083874089678,0.000130129,0.004342962,7.0,857.0,0.054768,0.156685,0.023941,0.010959,0.0381014285714285,0.0327458203033838,0.0101339830958885,0.015994302719113,45.0,83.0,0.13774,0.161575,0.007194,0.010478,0.0379801777777777,0.0425146144578313,0.0283837598310402,0.0270150310770193,,,,,,,,,,
ls,r,1000,5,1,0.056499,0.056499,0.056499,0.0,0.0001566099999999,0.056077879,1.0,194.0,0.006259,0.019547,0.006259,0.003973,0.006259,0.0052172474226804,0.0,0.0015252552872746,1.0,803.0,0.005744,0.023535,0.005744,0.003938,0.005744,0.0050097123287671,0.0,0.0014450190674486,,,,,,,,,,
ls,s,1000,5,1,0.060917,0.060917,0.060917,0.0,9.514300000000002e-05,0.005213331,3.0,1.0,0.008737,0.008478,0.0051,0.008478,0.006596,0.008478,0.001553267738243,0.0,990.0,5.0,0.027085,0.009621,0.00368,0.00417,0.0048655333333333,0.0064568,0.0016329006966905,0.002075750794291,,,,,,,,,,
ls,f,1000,7,8,0.185177,0.084529,0.119158125,0.0287932866803943,0.000110025,0.003689281,7.0,6.0,0.072498,0.068307,0.026828,0.032087,0.0481408571428571,0.0463948333333333,0.0155301822584151,0.0122994507521903,61.0,8.0,0.058759,0.060301,0.008615,0.009281,0.0304012295081967,0.0321692499999999,0.0121417418381943,0.0159318031210374,764.0,146.0,0.12763,0.132519,0.006,0.007,0.0275372212041884,0.0294417602739726,0.0119574658550585,0.0198606478226588
ls,r,1000,7,1,0.056934,0.056934,0.056934,0.0,0.0001602139999999,0.055177216,1.0,3.0,0.00586,0.009456,0.00586,0.004576,0.00586,0.0065673333333333,0.0,0.0020908539456935,7.0,979.0,0.010885,0.030336,0.004404,0.003863,0.0060185714285714,0.005321137895812,0.0021059953097996,0.0023420176337763,2.0,7.0,0.022765,0.014809,0.004987,0.004239,0.013876,0.0063968571428571,0.008889,0.0035224578038057
ls,s,1000,7,1,0.057206,0.057206,0.057206,0.0,0.000102602,0.005808688,994.0,1.0,0.032277,0.007806,0.003707,0.007806,0.0054427505030181,0.007806,0.0023426651811624,0.0,1.0,1.0,0.008386,0.006563,0.008386,0.006563,0.008386,0.006563,0.0,0.0,1.0,1.0,0.006671,0.006885,0.006671,0.006885,0.006671,0.006885,0.0,0.0
lt,f,1000,1,1000,0.138506,0.054025,0.063001975,0.0123948096165441,0.000126617,0.007944809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt,r,1000,1,1000,0.079865,0.054248,0.055357027,0.0014997433081267,0.0001544099999999,0.104563517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt,s,1000,1,1000,0.077575,0.054172,0.055335483,0.0011781694223289,0.00010405,0.055754235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt,f,1000,3,8,0.11523,0.067733,0.09018925,0.0162427552677339,0.0001157249999999,0.003733826,638.0,354.0,0.114839,0.09053,0.005853,0.008042,0.0288651222570532,0.029154033898305,0.011016800278667,0.0107930861539999,,,,,,,,,,,,,,,,,,,,
lt,r,1000,3,1,0.056967,0.056967,0.056967,0.0,0.0001584889999999,0.055002004,46.0,953.0,0.016799,0.01621,0.004571,0.003872,0.0058950434782608,0.0047492140608604,0.0017529583560682,0.0007802385436697,,,,,,,,,,,,,,,,,,,,
lt,s,1000,3,1,0.06345,0.06345,0.06345,0.0,0.0001048979999999,0.005604367,846.0,153.0,0.024426,0.02565,0.003669,0.003711,0.0053171843971631,0.0048412810457516,0.001876737963082,0.0019514620209095,,,,,,,,,,,,,,,,,,,,
lt,f,1000,5,8,0.12539,0.067278,0.100781,0.021479399235081,0.0001704379999999,0.004096218,4.0,368.0,0.08941,0.085525,0.03497,0.007119,0.06397525,0.0289549728260869,0.0255366308993081,0.0113567978821114,540.0,80.0,0.1258,0.096992,0.010114,0.015469,0.0318128018518518,0.0401726375,0.0118980394611105,0.0183228551495418,,,,,,,,,,
lt,r,1000,5,1,0.057685,0.057685,0.057685,0.0,0.0001624669999999,0.055411228,101.0,145.0,0.025156,0.023141,0.003967,0.004058,0.0056555148514851,0.0052152068965517,0.0025158401766276,0.0018719632839626,613.0,140.0,0.020484,0.02952,0.00394,0.003898,0.0050576133768352,0.0050008928571428,0.0015434997432374,0.002218280159739,,,,,,,,,,
lt,s,1000,5,1,0.059136,0.059136,0.059136,0.0,9.568900000000004e-05,0.005245269,554.0,40.0,0.018495,0.020345,0.003701,0.003735,0.0049785252707581,0.00588315,0.0015239984982428,0.0032261163381843,193.0,212.0,0.024947,0.018594,0.003672,0.003706,0.0046772124352331,0.0047772075471698,0.0017518231957807,0.0013937168218708,,,,,,,,,,
lt,f,1000,7,8,0.093583,0.063587,0.083948125,0.0089336773984387,0.0001233419999999,0.004011496,14.0,477.0,0.072946,0.107516,0.015491,0.007949,0.0375474999999999,0.0304923396226415,0.0179654954476232,0.012750374223388,18.0,73.0,0.071838,0.176131,0.005396,0.009459,0.0377109999999999,0.0352699315068493,0.0192289235152557,0.0334128908998156,129.0,281.0,0.119178,0.078322,0.007681,0.005816,0.0320651085271317,0.0301882170818505,0.0174400283071032,0.0123873886749464
lt,r,1000,7,1,0.056577,0.056577,0.056577,0.0,0.0001727329999999,0.056275343,4.0,376.0,0.031892,0.04019,0.004894,0.003883,0.01235675,0.0053120877659574,0.0112939674467168,0.0024981892549339,205.0,169.0,0.030361,0.027274,0.004032,0.003905,0.0057518487804878,0.005338473372781,0.0029073884151665,0.0021078449862305,27.0,218.0,0.075368,0.025379,0.004079,0.003988,0.0073193703703703,0.0053200596330275,0.0133583554686117,0.0020057236542399
lt,s,1000,7,1,0.056793,0.056793,0.056793,0.0,0.0001148429999999,0.006994127,161.0,150.0,0.038847,0.038774,0.003925,0.004409,0.00667850310559,0.0063563266666666,0.0038890765148283,0.0035105324904666,106.0,28.0,0.024706,0.031969,0.003757,0.004251,0.0075505660377358,0.0114633928571428,0.0040357480053417,0.0061654246252751,489.0,65.0,0.031174,0.035337,0.003722,0.004127,0.0060037075664621,0.0075556,0.0023928738936099,0.0045099926856498
rn,f,10000,1,10000,0.378276,0.053906,0.062471554,0.0181491587133752,0.0001226107999999,0.0078474847999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rn,s,10000,1,10000,0.106243,0.054078,0.0555489777,0.0019610830480636,0.0001083592,0.0559772294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rn,f,10000,3,3394,0.334002,0.05437,0.0754121228638774,0.026457824331042,0.0001456027999999,0.005043128,3297.0,3309.0,0.288174,0.305823,0.003787,0.003752,0.0217611625720351,0.0216041813236627,0.0216680881593766,0.0215377897089383,,,,,,,,,,,,,,,,,,,,
rn,s,10000,3,3323,0.126447,0.054211,0.0565922010231718,0.0039540534461163,0.0001306627999999,0.0234481737,3352.0,3325.0,0.065561,0.119799,0.003721,0.003783,0.0063488317422434,0.0064144926315789,0.0035521768169326,0.0044105572003733,,,,,,,,,,,,,,,,,,,,
rn,f,10000,5,1980,0.402943,0.05538,0.079317606060606,0.0263600428325851,0.0001438846999999,0.004629104,1985.0,2066.0,0.366243,0.37594,0.003853,0.003957,0.0257225919395466,0.0253592226524685,0.0210296164993937,0.0211444551504337,1958.0,2011.0,0.380983,0.375714,0.003854,0.003965,0.0270054351378958,0.0263504878170064,0.0256274092139855,0.024908428409639,,,,,,,,,,
rn,s,10000,5,1956,0.147056,0.054155,0.0560582469325153,0.0040016000598157,0.0001093955,0.0158426102,1981.0,2021.0,0.039084,0.085054,0.003737,0.003766,0.0056197551741544,0.0057081504205838,0.002452983191594,0.0035630494589527,1971.0,2071.0,0.064816,0.057138,0.003752,0.003742,0.0055738909183155,0.005710775470787,0.0029410271636013,0.0031925156354155,,,,,,,,,,
rn,f,10000,7,1514,0.369439,0.055653,0.078466892998679,0.0220660771835994,0.0001348551999999,0.0042938218,1360.0,1401.0,0.315465,0.335128,0.004383,0.003871,0.0261406095588235,0.0268697965738758,0.0216184295260275,0.0219415098703613,1426.0,1403.0,0.346115,0.312015,0.003835,0.004011,0.0253050063113604,0.0256893606557377,0.0222577735627939,0.0221528558162061,1404.0,1492.0,0.239723,0.301134,0.00396,0.00384,0.0256415491452991,0.0260739624664879,0.0172304166540973,0.02035972719354
rn,s,10000,7,1423,0.104017,0.054174,0.0563433872101194,0.0034597711597179,0.000113829,0.0134282552,1435.0,1406.0,0.046393,0.035651,0.003756,0.003759,0.0058647296167247,0.0058981052631578,0.0027707701724422,0.0028914786533148,1449.0,1483.0,0.03196,0.038894,0.003738,0.003736,0.005827895100069,0.0058440350640593,0.0025816533069216,0.0026763926747165,1409.0,1395.0,0.035834,0.038308,0.003773,0.003734,0.0061493406671398,0.0059643620071684,0.0030312684807165,0.0029805451193927
rr,f,10000,1,10000,0.555984,0.053944,0.0627677706,0.020033344275866,0.0001166685,0.0078847348999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rr,s,10000,1,10000,0.109452,0.054133,0.0557464753999999,0.0022074612806105,0.000107798,0.0561808483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rr,f,10000,3,3333,0.453747,0.055048,0.0746811605160516,0.0276677304021941,0.0001403537999999,0.0046867932,3334.0,3333.0,0.406428,0.404221,0.003657,0.00383,0.0185549952009598,0.0180908997899789,0.0200831914055752,0.0195512879710645,,,,,,,,,,,,,,,,,,,,
rr,s,10000,3,3333,0.125199,0.054175,0.0568457128712871,0.0038573002343835,0.0001172288,0.023322704,3334.0,3333.0,0.050473,0.114842,0.003707,0.00379,0.0056261082783443,0.0064221707170717,0.0034057311581551,0.0044155576279644,,,,,,,,,,,,,,,,,,,,
rr,f,10000,5,2000,0.447438,0.056586,0.081282819,0.0304391883478722,0.0001356360999999,0.0044913786,2000.0,2000.0,0.295986,0.389949,0.004625,0.005016,0.0237981395,0.0242701275,0.0202120008987492,0.0246178777622329,2000.0,2000.0,0.435563,0.418999,0.005414,0.0054,0.024256957,0.0241263584999999,0.0241654829873551,0.0230764027052523,,,,,,,,,,
rr,s,10000,5,2000,0.176449,0.05412,0.057396751,0.0055497342185909,0.0001256766,0.0175107934,2000.0,2000.0,0.094468,0.06994,0.003797,0.003804,0.006388347,0.0068706939999999,0.0051504692485822,0.0046129276590213,2000.0,2000.0,0.130428,0.164253,0.003799,0.003727,0.0075748225,0.007371499,0.0056746028564115,0.005806428548514,,,,,,,,,,
rr,f,10000,7,1428,0.421826,0.05797,0.0927995343137255,0.0330148332005695,0.0001597992999999,0.0055137976,1429.0,1429.0,0.291821,0.380408,0.004829,0.005672,0.0346541203638908,0.0365158096571028,0.0249284502113413,0.029595589087736,1429.0,1429.0,0.358809,0.363637,0.006314,0.007007,0.0351757354793561,0.0360196424072778,0.0270807168983483,0.027704684625004,1428.0,1428.0,0.370898,0.401656,0.005932,0.005414,0.0349791736694677,0.035272144257703,0.0266885659154608,0.0288664879646028
rr,s,10000,7,1428,0.141454,0.054017,0.057514850140056,0.0053287256759081,0.0001314975,0.0148253933,1429.0,1429.0,0.085399,0.119825,0.00378,0.003732,0.0063025283414975,0.0071243331000699,0.0043479287790476,0.0057460992355756,1429.0,1429.0,0.093988,0.063427,0.003738,0.003831,0.0076591511546536,0.0074432057382785,0.0059541670020363,0.004964627231907,1428.0,1428.0,0.094525,0.05847,0.003751,0.003761,0.0076337352941176,0.0073748403361344,0.0053767449891016,0.0045429310217771
ls,f,10000,1,10000,0.363005,0.053916,0.0641606444,0.0180273413653635,0.0001241506,0.0080610485999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ls,s,10000,1,10000,0.130517,0.054073,0.0560697577,0.0028577377489879,0.0001140033,0.0565249342999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ls,f,10000,3,8,0.183988,0.088727,0.1115404999999999,0.0289191577634965,0.0001461908,0.005116669,7.0,9985.0,0.093581,0.545517,0.033371,0.007718,0.059161,0.0404562861291937,0.0187195392418876,0.0285807336297298,,,,,,,,,,,,,,,,,,,,
ls,s,10000,3,1,0.057378,0.057378,0.057378,0.0,0.0001163997,0.0065496279,3.0,9996.0,0.014199,0.087301,0.00518,0.003672,0.0083673333333333,0.0062202720088035,0.0041295652986186,0.0039580612347759,,,,,,,,,,,,,,,,,,,,
ls,f,10000,5,8,0.136004,0.069165,0.0931762499999999,0.0228440223403738,0.0001507472999999,0.0055333056999999,9957.0,4.0,0.472296,0.078666,0.007847,0.022612,0.0436772711660138,0.05684975,0.0290347665212282,0.0209895149107238,22.0,9.0,0.119926,0.118745,0.00612,0.024445,0.0587881363636363,0.0858876666666666,0.0397428097628368,0.02921793446194,,,,,,,,,,
ls,s,10000,5,1,0.057969,0.057969,0.057969,0.0,0.0001187991,0.0065770101999999,4.0,9987.0,0.019856,0.081377,0.004626,0.003636,0.0094075,0.0062371653149093,0.0060913416215149,0.0034591636378758,6.0,2.0,0.012189,0.011617,0.005165,0.005857,0.0076001666666666,0.008737,0.0027655213743925,0.0028799999999999,,,,,,,,,,
ls,f,10000,7,8,0.157764,0.090252,0.1259601249999999,0.0191805578740394,0.0001468373,0.0050204991999999,8.0,24.0,0.086497,0.106752,0.029766,0.007655,0.0519451249999999,0.056005625,0.0167295091712032,0.0257927074267328,24.0,9838.0,0.191637,0.682678,0.014121,0.006838,0.0664762916666666,0.0394175694246798,0.0524945081258341,0.0279766702461244,13.0,85.0,0.130165,0.208796,0.025557,0.005993,0.0583065384615384,0.0561375764705882,0.0318605702025738,0.0425653355209242
ls,s,10000,7,1,0.057124,0.057124,0.057124,0.0,0.0001145809,0.0066380778,2.0,1.0,0.008622,0.009266,0.007015,0.009266,0.0078184999999999,0.009266,0.0008034999999999,0.0,4.0,2.0,0.01143,0.011706,0.006233,0.006374,0.00780175,0.00904,0.0021214542624105,0.0026659999999999,3.0,9987.0,0.009983,0.146717,0.005423,0.003629,0.007442,0.0063037098227696,0.0018978519436457,0.0045055850895533
lt,f,10000,1,10000,0.441909,0.053934,0.0673813526,0.0226711948344297,0.0001438441999999,0.008467049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt,s,10000,1,10000,0.102062,0.054169,0.0555045037,0.0018961195130545,0.0001019798,0.0559128329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lt,f,10000,3,1860,0.286484,0.054006,0.0597238677419354,0.0142333239346522,0.0001221731,0.0046782593,5161.0,2979.0,0.350893,0.433973,0.003801,0.005125,0.0318005033908157,0.0319290006713662,0.017542539135847,0.0195328172984158,,,,,,,,,,,,,,,,,,,,
lt,s,10000,3,2,0.138642,0.058148,0.098395,0.0402469999999999,0.0001033768,0.005743783,2826.0,7172.0,0.064097,0.061673,0.003676,0.003623,0.0060420035385704,0.0051933634969325,0.0037500388591506,0.0025518974524519,,,,,,,,,,,,,,,,,,,,
lt,f,10000,5,534,0.434675,0.054129,0.0756760973782771,0.0400546023407069,0.0001693700999999,0.0057401465,2848.0,38.0,0.565145,0.264539,0.00608,0.017846,0.0437888033707865,0.0566591052631578,0.0355295854579809,0.0452422749682717,3236.0,3344.0,0.397982,0.293405,0.009069,0.005453,0.0461543368355995,0.0410342607655502,0.0341596401034582,0.0279711452690814,,,,,,,,,,
lt,s,10000,5,1,0.058138,0.058138,0.058138,0.0,0.0001172181,0.0062847288,788.0,4530.0,0.043745,0.042871,0.003734,0.003595,0.0061876256345177,0.0056964368653421,0.0035140838966497,0.0029929747839721,1497.0,3184.0,0.049849,0.057469,0.003653,0.003621,0.0065222985971943,0.0060156494974874,0.0036914766198575,0.0032074865748395,,,,,,,,,,
lt,f,10000,7,2145,0.712854,0.054028,0.0772884447552447,0.0337529935710289,0.0001836876999999,0.0076335336999999,4188.0,239.0,0.686216,0.321133,0.005776,0.013157,0.053877320200573,0.1048928493723849,0.04213343626171,0.0589239305907356,2658.0,295.0,0.57245,0.653122,0.006398,0.008749,0.0400939913468773,0.108390227118644,0.0343898359816792,0.0844492337122268,78.0,397.0,0.738433,0.395051,0.008884,0.016724,0.1224911282051282,0.1050663576826196,0.1605195960561664,0.0498302738543146
lt,s,10000,7,2,0.062754,0.056149,0.059451500000000004,0.0033025000000000033,0.000126550600000001,0.0071928559000000005,919.0,122.0,0.067865,0.106478,0.003699,0.003722,0.006780883569096844,0.009460155737704918,0.004974569431616109,0.010987219575503892,4922.0,2299.0,0.097122,0.058215,0.003592,0.003695,0.005756740755790329,0.007309230969986951,0.003700306696910351,0.004757173966369622,941.0,795.0,0.064107,0.063758,0.003745,0.003887,0.008338515409139213,0.009891101886792453,0.00594211422843315,0.006865475602332504
